protein,pog
human0|p287,0
human1263|p327,1
human1371|p150,1
human1377|p701,1
human1381|p419,1
human1707|p176,1
human3720|p878,1
human999|p4076,1
human1000|p3925,1
human2072|p3185,1
human3098|p3155,1
human3099|p2922,1
human3472|p3285,1
human3783|p1070,1
human1041|p2979,1
human3409|p3118,1
human1040|p1288,1
human1998|p741,1
human3218|p1202,1
human3407|p1319,1
human525|p586,1
human1394|p3248,1
human1396|p3274,1
human1402|p3246,1
human1411|p3182,1
human1418|p3182,1
human2440|p421,1
human1349|p419,1
human2385|p4182,1
human2395|p4102,1
human2945|p1220,1
human2957|p1225,1
human2961|p1220,1
human2971|p987,1
human3621|p1417,1
human3622|p795,1
human3624|p1280,1
human2893|p732,1
human800|p2851,1
human2074|p973,1
human2075|p975,1
human2079|p974,1
human2775|p2096,1
human59|p599,1
human523|p309,1
human962|p1921,1
human1020|p802,1
human3342|p1924,1
human551|p1518,1
human1936|p2000,1
human1938|p1736,1
human2468|p2052,1
human2576|p402,1
human2583|p402,1
human2087|p2862,1
human3134|p1234,1
human567|p553,1
human1483|p2351,1
human1494|p2386,1
human142|p859,1
human2494|p2164,1
human2498|p2163,1
human2501|p2161,1
human2504|p1591,1
human2505|p1301,1
human2934|p456,1
human2935|p456,1
human2963|p805,1
human2966|p806,1
human2974|p2031,1
human2984|p1967,1
human2761|p441,1
human2906|p165,1
human3726|p851,1
human3676|p285,1
human2338|p932,1
human2193|p521,1
human63|p454,1
human2034|p358,1
human2038|p358,1
human2046|p358,1
human2814|p242,1
human2822|p1511,1
human3290|p1025,1
human1329|p707,1
human1336|p707,1
human1603|p3583,1
human1613|p3583,1
human282|p59,1
human595|p1495,1
human3619|p118,1
human3620|p135,1
human3623|p540,1
human3626|p1186,1
human365|p2613,1
human2584|p15,1
human2585|p15,1
human3240|p828,1
human3244|p828,1
human3245|p828,1
human2932|p1714,1
human3161|p1590,1
human3162|p1590,1
human2136|p1670,1
human3614|p1353,1
human1321|p720,1
human1332|p720,1
human1339|p720,1
human165|p767,1
human195|p1798,1
human1347|p61,1
human256|p287,1
human3291|p3089,1
human3300|p1582,1
human3301|p1582,1
human3302|p1578,1
human854|p4468,1
human339|p1066,1
human1436|p1658,1
human3597|p819,1
human1185|p392,1
human2173|p259,1
human3595|p1667,1
human1684|p1660,1
human1693|p3094,1
human1971|p2873,1
human2728|p1237,1
human2813|p801,1
human2815|p803,1
human2896|p413,1
human1078|p700,1
human1079|p601,1
human2229|p706,1
human2233|p707,1
human1582|p110,1
human2559|p1084,1
human2562|p1083,1
human2803|p3716,1
human2811|p3625,1
human3587|p1465,1
human3742|p1825,1
human590|p1313,1
human2699|p467,1
human1778|p163,1
human3717|p1002,1
human1996|p464,1
human2330|p3408,1
human2333|p3394,1
human3125|p3510,1
human3458|p4357,1
human3478|p1438,1
human3680|p3475,1
human1187|p835,1
human1188|p835,1
human2254|p504,1
human2656|p574,1
human2676|p811,1
human2905|p2020,1
human3267|p2396,1
human971|p1232,1
human1653|p2991,1
human1655|p4830,1
human3017|p3048,1
human3063|p2005,1
human3124|p2251,1
human3353|p3813,1
human3355|p3549,1
human3392|p4583,1
human3423|p4169,1
human1726|p597,1
human2483|p351,1
human3785|p968,1
human1194|p319,1
human2823|p1044,1
human815|p1400,1
human822|p1700,1
human1786|p441,1
human1715|p1476,1
human3625|p1379,1
human1563|p2916,1
human1740|p1470,1
human2690|p1041,1
human2692|p1044,1
human2695|p1041,1
human3737|p4,1
human1547|p1191,1
human466|p530,1
human3228|p416,1
human3383|p1527,1
human3447|p90,1
human3453|p90,1
human997|p467,1
human398|p1283,1
human764|p1098,1
human769|p758,1
human808|p1222,1
human831|p1317,1
human843|p601,1
human859|p1331,1
human1936|p2073,1
human3706|p365,1
human3707|p29,1
human948|p3758,1
human1054|p643,1
human2479|p3232,1
human3038|p5706,1
human3045|p4482,1
human3454|p379,1
human3456|p5203,1
human3571|p1366,1
human2992|p2353,1
human3260|p102,1
human3261|p71,1
human3304|p2014,1
human3309|p1395,1
human754|p6408,1
human758|p4100,1
human932|p4140,1
human933|p3927,1
human938|p3857,1
human1633|p3071,1
human3032|p3229,1
human3401|p4205,1
human430|p1161,1
human209|p944,1
human540|p772,1
human1308|p1048,1
human1311|p1047,1
human1731|p1541,1
human2454|p789,1
human2512|p982,1
human2520|p975,1
human2533|p964,1
human2537|p227,1
human2721|p1184,1
human2788|p1594,1
human2852|p2477,1
human2875|p2478,1
human2882|p2476,1
human2153|p1320,1
human931|p2257,1
human940|p2210,1
human249|p3082,1
human2782|p1138,1
human2790|p1143,1
human2793|p1034,1
human174|p2828,1
human855|p3218,1
human915|p3095,1
human916|p3096,1
human1200|p2142,1
human1793|p2912,1
human1805|p2913,1
human1818|p4195,1
human3007|p3760,1
human3282|p5515,1
human3358|p4207,1
human3431|p4470,1
human3516|p2058,1
human3598|p4015,1
human3604|p4774,1
human706|p1627,1
human743|p324,1
human747|p111,1
human944|p1405,1
human3035|p2143,1
human3694|p1955,1
human3695|p1181,1
human1792|p579,1
human3448|p4304,1
human3450|p4309,1
human1|p502,1
human83|p2344,1
human514|p426,1
human701|p1124,1
human1053|p569,1
human1056|p569,1
human1291|p152,1
human3199|p1906,1
human3444|p598,1
human3705|p423,1
human2259|p1136,1
human2263|p1373,1
human2450|p614,1
human310|p1046,1
human1071|p13,1
human2306|p1138,1
human2314|p1130,1
human2323|p1344,1
human2325|p1333,1
human2612|p1128,1
human753|p560,1
human791|p481,1
human861|p44,1
human899|p267,1
human900|p792,1
human1717|p328,1
human3661|p1725,1
human3436|p2496,1
human69|p2071,1
human1807|p944,1
human3735|p1394,1
human3736|p1602,1
human697|p1182,1
human941|p1797,1
human972|p518,1
human974|p518,1
human1007|p1641,1
human2062|p2251,1
human2065|p2182,1
human3037|p21,1
human3039|p21,1
human3049|p1222,1
human3118|p1326,1
human3156|p1209,1
human3172|p1242,1
human3205|p220,1
human3296|p147,1
human3299|p147,1
human3413|p231,1
human3426|p110,1
human3459|p655,1
human3582|p1360,1
human312|p1088,1
human2742|p817,1
human3437|p2052,1
human258|p442,1
human793|p114,1
human1962|p4465,1
human1992|p3419,1
human2002|p1583,1
human2012|p1583,1
human2015|p1583,1
human250|p2402,1
human3310|p1356,1
human3311|p1357,1
human3|p4070,1
human84|p1261,1
human130|p1911,1
human246|p855,1
human536|p4742,1
human613|p1455,1
human858|p4197,1
human1050|p2134,1
human3143|p908,1
human3169|p258,1
human3326|p2580,1
human3327|p2584,1
human3361|p3163,1
human3363|p4954,1
human3364|p4949,1
human3410|p3303,1
human482|p1745,1
human3678|p5430,1
human506|p16,1
human2717|p3349,1
human1963|p401,1
human1965|p402,1
human1968|p401,1
human3790|p155,1
human326|p426,1
human3734|p951,1
human886|p2452,1
human969|p219,1
human1049|p812,1
human3316|p786,1
human3445|p2424,1
human3446|p2423,1
human1982|p245,1
human879|p212,1
human1275|p865,1
human1279|p865,1
human1320|p1904,1
human1960|p2767,1
human2152|p1800,1
human191|p1249,1
human1203|p612,1
human1213|p1188,1
human135|p3933,1
human446|p1458,1
human667|p1689,1
human816|p3492,1
human830|p3678,1
human1826|p923,1
human1827|p925,1
human2203|p1305,1
human2602|p2833,1
human798|p878,1
human917|p3468,1
human920|p3438,1
human3155|p1572,1
human3157|p1253,1
human3160|p2891,1
human3163|p2893,1
human3170|p4343,1
human3435|p3371,1
human3457|p1100,1
human3476|p4889,1
human782|p4676,1
human2577|p510,1
human2578|p510,1
human2580|p510,1
human3387|p4534,1
human1702|p1276,1
human1702|p3266,1
human744|p1985,1
human3677|p4332,1
human851|p721,1
human2645|p1676,1
human108|p4093,1
human425|p1478,1
human431|p114,1
human2473|p1684,1
human2477|p1882,1
human2480|p1684,1
human1059|p1438,1
human3415|p362,1
human1979|p1126,1
human1981|p1126,1
human1991|p2732,1
human2507|p3730,1
human2514|p3641,1
human856|p2086,1
human30|p2146,1
human92|p381,1
human98|p2058,1
human248|p2134,1
human272|p920,1
human488|p3558,1
human496|p3291,1
human561|p1272,1
human571|p505,1
human579|p80,1
human2491|p3793,1
human3184|p4349,1
human3186|p4349,1
human3318|p1534,1
human3385|p1999,1
human3588|p1045,1
human3589|p1398,1
human3647|p338,1
human362|p2542,1
human2708|p1027,1
human885|p379,1
human1154|p877,1
human1156|p880,1
human3710|p1200,1
human3727|p4596,1
human128|p3635,1
human322|p2294,1
human2861|p433,1
human3203|p4493,1
human3206|p4493,1
human919|p2026,1
human3696|p984,1
human3697|p2154,1
human1822|p1550,1
human789|p353,1
human836|p1145,1
human2568|p1381,1
human3323|p512,1
human3325|p735,1
human3468|p2056,1
human3660|p1723,1
human350|p736,1
human3733|p1156,1
human2596|p1262,1
human3101|p44,1
human1838|p2571,1
human1846|p2569,1
human1856|p2563,1
human1870|p2564,1
human1875|p1869,1
human1880|p1868,1
human2943|p469,1
human3515|p3776,1
human2048|p3539,1
human3594|p1227,1
human3596|p983,1
human189|p563,1
human786|p898,1
human848|p846,1
human877|p1113,1
human1583|p999,1
human1600|p279,1
human3251|p2158,1
human3252|p2159,1
human3254|p1950,1
human3351|p1571,1
human3352|p1498,1
human3399|p2805,1
human2303|p1310,1
human2320|p1288,1
human3644|p669,1
human3645|p2096,1
human1447|p586,1
human1459|p1052,1
human2846|p1698,1
human2876|p1698,1
human3574|p937,1
human3578|p730,1
human3579|p1428,1
human3581|p1096,1
human3583|p1474,1
human3585|p1419,1
human3586|p1267,1
human3615|p558,1
human3616|p495,1
human3617|p523,1
human3618|p1184,1
human122|p653,1
human2318|p188,1
human2206|p1860,1
human452|p677,1
human807|p2060,1
human956|p3647,1
human958|p3647,1
human1052|p3376,1
human1055|p3377,1
human3055|p3035,1
human3059|p2954,1
human3141|p4056,1
human3367|p2128,1
human3368|p2127,1
human3372|p4777,1
human3402|p4677,1
human3403|p4679,1
human3427|p2003,1
human3646|p2791,1
human1505|p1079,1
human1521|p1079,1
human1550|p1079,1
human1558|p1079,1
human1050|p666,1
human2493|p2313,1
human3294|p853,1
human3295|p866,1
human2503|p937,1
human3292|p165,1
human2063|p2158,1
human2068|p3516,1
human2167|p1120,1
human2575|p70,1
human2579|p70,1
human3652|p910,1
human1468|p1421,1
human1472|p1417,1
human1501|p381,1
human992|p1927,1
human993|p1928,1
human994|p1927,1
human1057|p1223,1
human1058|p2992,1
human3075|p2149,1
human3082|p1906,1
human3087|p4146,1
human3089|p4150,1
human3091|p1535,1
human3114|p2493,1
human3127|p849,1
human3247|p1311,1
human3428|p385,1
human220|p598,1
human1125|p351,1
human3204|p1667,1
human3266|p1083,1
human3366|p300,1
human3379|p166,1
human3576|p770,1
human3577|p414,1
human3580|p1106,1
human1084|p2081,1
human218|p2453,1
human487|p2065,1
human591|p1121,1
human760|p4384,1
human922|p2948,1
human930|p395,1
human936|p395,1
human952|p466,1
human954|p466,1
human1027|p1154,1
human1030|p1154,1
human1033|p1152,1
human3012|p4755,1
human3210|p4516,1
human3303|p1804,1
human3305|p555,1
human3308|p555,1
human3346|p1492,1
human3463|p4787,1
human3599|p478,1
human3600|p4095,1
human3601|p3457,1
human3602|p581,1
human3603|p4025,1
human966|p1317,1
human2679|p570,1
human26|p940,1
human80|p313,1
human594|p932,1
human905|p309,1
human2475|p396,1
human3211|p671,1
human611|p4920,1
human3709|p1264,1
human3584|p1576,1
human29|p3762,1
human1073|p1049,1
human2910|p866,1
human3365|p3642,1
human1977|p427,1
human557|p1347,1
human3807|p1101,1
human3152|p1068,1
human565|p505,1
human2315|p2449,1
human1303|p1585,1
human1817|p582,1
human238|p1423,1
human548|p1003,1
human568|p960,1
human685|p1278,1
human3803|p482,1
human3743|p1600,1
human1029|p212,1
human1034|p212,1
human1266|p690,1
human3575|p1576,1
human1746|p674,1
human1024|p8,1
human3322|p4718,1
human2672|p1575,1
human389|p1869,1
human464|p2045,1
human3135|p1995,1
human3424|p386,1
human2109|p606,1
human2650|p308,1
human2513|p1161,1
human2517|p1097,1
human1037|p920,1
human1045|p748,1
human3412|p2249,1
human2033|p900,1
human2043|p901,1
human66|p1513,1
human104|p2364,1
human2763|p2597,1
human991|p2741,1
human996|p2327,1
human3593|p190,1
human3209|p1696,1
human2487|p1521,1
human1794|p409,1
human881|p1493,1
human910|p852,1
human911|p1052,1
human912|p1150,1
human1038|p1861,1
human1342|p1777,1
human1350|p933,1
human1352|p569,1
human2050|p453,1
human2052|p453,1
human2571|p770,1
human2909|p1010,1
human3227|p135,1
human3335|p1155,1
human3408|p1653,1
human3627|p1937,1
human3628|p1760,1
human3629|p1520,1
human319|p2077,1
human2509|p374,1
human3649|p1560,1
human508|p1987,1
human2737|p17,1
human2744|p733,1
human2773|p129,1
human1532|p1435,1
human1538|p1658,1
human1556|p1671,1
human1570|p1584,1
human3128|p2859,1
human3229|p3140,1
human3230|p3058,1
human3257|p4088,1
human3258|p4104,1
human3369|p1678,1
human3370|p1687,1
human1046|p1893,1
human3664|p1263,1
human74|p1770,1
human1887|p473,1
human1891|p474,1
human1895|p473,1
human1910|p2853,1
human1914|p2854,1
human1919|p2854,1
human3648|p670,1
human1445|p1118,1
human1456|p1118,1
human1462|p909,1
human1474|p909,1
human1495|p687,1
human27|p389,1
human281|p178,1
human341|p1995,1
human522|p1027,1
human926|p1955,1
human1661|p1139,1
human3020|p1813,1
human3021|p1721,1
human3480|p378,1
human1716|p69,1
human1720|p68,1
human233|p263,1
human1290|p690,1
human1579|p3901,1
human2288|p196,1
human2907|p506,1
human3338|p21,1
human3348|p533,1
human3349|p534,1
human3449|p2004,1
human445|p3554,1
human1906|p829,1
human1204|p726,1
human396|p1627,1
human3590|p79,1
human10|p2229,1
human21|p428,1
human1701|p323,1
human1701|p5275,1
human1704|p323,1
human2224|p1480,1
human2225|p1480,1
human2226|p1417,1
human532|p1958,1
human332|p2966,1
human187|p447,1
human817|p571,1
human1314|p1435,1
human1318|p1431,1
human323|p55,1
human547|p1285,1
human1673|p2093,1
human1678|p2093,1
human2936|p2574,1
human759|p2202,1
human1463|p2052,1
human374|p671,1
human580|p737,1
human756|p2323,1
human784|p2696,1
human3273|p662,1
human3386|p1370,1
human2547|p233,1
human2552|p1043,1
human2555|p2177,1
human2558|p19,1
human1513|p1541,1
human3591|p740,1
human3739|p882,1
human2848|p1443,1
human2897|p1443,1
human3798|p1518,1
human298|p2047,1
human546|p731,1
human607|p4740,1
human368|p4016,1
human1833|p787,1
human114|p101,1
human1631|p703,1
human1634|p703,1
human1636|p703,1
human1646|p704,1
human1647|p704,1
human1648|p704,1
human78|p1353,1
human279|p1677,1
human1147|p593,1
human2027|p26,1
human2641|p1065,1
human3653|p174,1
human3799|p2,1
human1680|p1220,1
human3654|p186,1
human3740|p793,1
human224|p3,1
human2253|p474,1
human2257|p474,1
human2319|p61,1
human3339|p2472,1
human3341|p2422,1
human2642|p532,1
human2647|p532,1
human1537|p1744,1
human2268|p2617,1
human2458|p44,1
human2740|p1737,1
human2765|p1568,1
human1064|p1388,1
human1065|p573,1
human2996|p628,1
human2997|p632,1
human2817|p1078,1
human38|p1269,1
human2041|p358,1
human3083|p2058,1
human3222|p3244,1
human2757|p1075,1
human436|p1943,1
human1858|p3015,1
human1864|p3019,1
human253|p3236,1
human377|p1822,1
human1984|p1737,1
human255|p284,1
human876|p2044,1
human2169|p618,1
human2170|p618,1
human1457|p355,1
human87|p919,1
human225|p2562,1
human483|p266,1
human416|p690,1
human3513|p899,1
human1947|p1416,1
human2526|p1750,1
human2582|p1542,1
human2597|p983,1
human3650|p1613,1
human3651|p1895,1
human67|p2472,1
human1362|p221,1
human1364|p221,1
human1437|p502,1
human1440|p964,1
human1442|p961,1
human2684|p2455,1
human2693|p2467,1
human2342|p575,1
human2357|p613,1
human2358|p1180,1
human2381|p1180,1
human2386|p1175,1
human2399|p1175,1
human2510|p2130,1
human2532|p1415,1
human2536|p428,1
human2546|p786,1
human125|p579,1
human222|p1373,1
human245|p1588,1
human583|p1643,1
human1515|p427,1
human1530|p427,1
human1551|p524,1
human3794|p11,1
human351|p1416,1
human2239|p1493,1
human2243|p1478,1
human239|p3020,1
human2796|p784,1
human2802|p783,1
human629|p1827,1
human734|p401,1
human835|p66,1
human887|p694,1
human889|p23,1
human891|p719,1
human1282|p1180,1
human1283|p1167,1
human2573|p1184,1
human3788|p47,1
human1506|p3303,1
human1544|p2706,1
human1557|p2705,1
human1566|p2703,1
human825|p1514,1
human1087|p20,1
human2588|p127,1
human1601|p1297,1
human1608|p704,1
human1718|p2304,1
human788|p123,1
human882|p1951,1
human986|p1081,1
human988|p1080,1
human2274|p690,1
human2987|p2472,1
human3041|p2063,1
human3080|p846,1
human3183|p1028,1
human52|p1076,1
human101|p1466,1
human384|p20,1
human559|p1185,1
human1168|p1715,1
human1169|p1717,1
human1170|p1715,1
human1980|p462,1
human2616|p237,1
human1782|p1429,1
human3663|p672,1
human2745|p847,1
human570|p251,1
human1346|p1341,1
human1769|p548,1
human1773|p1768,1
human3805|p1442,1
human3123|p5338,1
human2460|p112,1
human2466|p111,1
human2004|p1406,1
human316|p695,1
human444|p709,1
human1516|p1498,1
human1520|p1495,1
human1551|p1284,1
human2797|p2647,1
human2808|p2366,1
human334|p1989,1
human403|p1982,1
human503|p1592,1
human3022|p380,1
human1953|p425,1
human158|p1102,1
human370|p1835,1
human552|p2241,1
human2360|p1032,1
human2383|p947,1
human2398|p947,1
human1691|p496,1
human1799|p335,1
human573|p285,1
human1366|p1389,1
human2353|p103,1
human1987|p1466,1
human1514|p2963,1
human1565|p3267,1
human324|p1294,1
human192|p1438,1
human20|p729,1
human1151|p816,1
human3506|p244,1
human3507|p815,1
human3501|p539,1
human3432|p475,1
human146|p2424,1
human230|p633,1
human2441|p822,1
human3231|p413,1
human1798|p209,1
human1378|p341,1
human169|p159,1
human3732|p470,1
human1909|p787,1
human1918|p788,1
human3504|p503,1
human3505|p134,1
human3508|p455,1
human1952|p401,1
human1956|p751,1
human1032|p273,1
human3336|p1301,1
human2709|p2861,1
human2716|p2860,1
human781|p1268,1
human105|p4273,1
human327|p662,1
human428|p4842,1
human429|p1376,1
human658|p1860,1
human3503|p254,1
human3512|p1340,1
human501|p448,1
human3185|p137,1
human3187|p137,1
human3319|p131,1
human3320|p131,1
human3321|p131,1
human632|p580,1
human3500|p1507,1
human3502|p800,1
human3509|p1543,1
human3511|p1239,1
human107|p2645,1
human325|p2146,1
human797|p352,1
human1951|p163,1
human2928|p753,1
human822|p3526,1
human1470|p1925,1
human1484|p783,1
human416|p691,1
human2718|p605,1
human292|p4102,1
human3510|p638,1
human1157|p498,1
human1164|p497,1
human2003|p792,1
human550|p1362,1
human1529|p789,1
human1560|p2034,1
human1571|p2029,1
human2127|p1335,1
human3656|p1488,1
human709|p653,1
human1327|p1666,1
human1334|p1623,1
human2829|p1528,1
human2834|p1462,1
human582|p174,1
human1719|p1456,1
human1721|p1340,1
human634|p1323,1
human2705|p2079,1
human2714|p2077,1
human530|p2956,1
human1231|p2234,1
human1233|p2233,1
human1255|p3660,1
human1259|p3468,1
human2364|p3299,1
human2375|p3199,1
human3729|p1219,1
human1297|p1345,1
human1589|p1337,1
human1592|p1338,1
human1597|p1489,1
human1604|p1489,1
human1609|p1771,1
human1616|p1771,1
human263|p154,1
human576|p1026,1
human676|p496,1
human1723|p1200,1
human1890|p1229,1
human1897|p1238,1
human2776|p1172,1
human2780|p1106,1
human2195|p696,1
human1427|p1272,1
human175|p2143,1
human3730|p199,1
human883|p800,1
human3673|p1080,1
human3738|p1621,1
human2639|p117,1
human2648|p117,1
human1672|p1127,1
human3731|p761,1
human188|p3364,1
human3552|p4472,1
human3499|p452,1
human2499|p643,1
human3655|p257,1
human3670|p2659,1
human1112|p663,1
human1118|p663,1
human799|p1512,1
human2512|p981,1
human2520|p974,1
human2533|p965,1
human2537|p226,1
human1446|p159,1
human1461|p665,1
human1479|p662,1
human1488|p2211,1
human1499|p2010,1
human2643|p738,1
human180|p1911,1
human2248|p674,1
human3672|p2250,1
human3674|p2360,1
human684|p1352,1
human2800|p2626,1
human2804|p2628,1
human2807|p2626,1
human347|p347,1
human3665|p145,1
human1166|p1095,1
human1143|p436,1
human1160|p454,1
human2058|p410,1
human3667|p2150,1
human3669|p2783,1
human3792|p907,1
human1267|p1391,1
human1277|p885,1
human2455|p1086,1
human2947|p1164,1
human2960|p1160,1
human2972|p1039,1
human2986|p1040,1
human3666|p523,1
human3668|p677,1
human1736|p1012,1
human1181|p8,1
human1189|p439,1
human2685|p1906,1
human45|p1480,1
human3671|p837,1
human3791|p855,1
human366|p1385,1
human2098|p373,1
human2102|p373,1
human1134|p709,1
human2264|p1459,1
human2271|p1725,1
human2272|p1661,1
human244|p1952,1
human2687|p2038,1
human231|p1720,1
human2308|p1888,1
human2574|p1639,1
human1348|p525,1
human3795|p53,1
human1100|p3751,1
human1101|p3230,1
human1766|p1049,1
human1771|p1047,1
human1775|p1356,1
human3802|p178,1
human2215|p702,1
human2221|p702,1
human1140|p1058,1
human3572|p759,1
human1971|p1120,1
human1135|p1730,1
human2166|p820,1
human2747|p54,1
human1725|p1579,1
human1214|p52,1
human616|p1531,1
human1075|p1755,1
human1799|p336,1
human1076|p1880,1
human23|p1413,1
human575|p1859,1
human1674|p1331,1
human1675|p1375,1
human2026|p692,1
human442|p3053,1
human155|p2419,1
human3331|p2765,1
human2858|p3293,1
human2888|p2884,1
human1959|p1937,1
human24|p3908,1
human681|p1029,1
human955|p4932,1
human960|p4931,1
human3056|p4784,1
human3058|p4398,1
human2244|p3526,1
human2245|p3672,1
human657|p4866,1
human671|p2443,1
human687|p683,1
human689|p2304,1
human2919|p3080,1
human3801|p2395,1
human1847|p1417,1
human3517|p3275,1
human724|p1339,1
human1120|p1139,1
human2724|p1091,1
human2727|p1087,1
human1806|p985,1
human3664|p1262,1
human1586|p1485,1
human405|p2602,1
human43|p738,1
human127|p2561,1
human376|p2096,1
human2047|p2078,1
human785|p2737,1
human3053|p1307,1
human216|p2674,1
human2133|p394,1
human3497|p541,1
human757|p793,1
human3207|p370,1
human3220|p475,1
human3224|p470,1
human303|p109,1
human129|p2075,1
human71|p546,1
human124|p1539,1
human329|p771,1
human2581|p1004,1
human1209|p2358,1
human478|p2162,1
human1444|p469,1
human1464|p469,1
human1489|p1405,1
human2685|p1905,1
human1315|p1359,1
human1316|p1209,1
human3656|p1489,1
human1075|p1754,1
human1076|p1879,1
human2687|p2023,1
human1665|p100,1
human507|p4256,1
human1236|p138,1
human1247|p138,1
human2915|p67,1
human418|p281,1
human2110|p759,1
human2644|p1957,1
human0|p856,2
human623|p1008,2
human3526|p1003,2
human3524|p609,2
human3527|p784,2
human264|p1177,2
human1063|p2035,2
human3744|p1396,2
human2|p188,2
human3523|p1940,2
human2197|p729,2
human699|p696,2
human702|p705,2
human880|p1379,2
human811|p2039,2
human921|p108,2
human2439|p1404,2
human3198|p975,2
human3525|p2222,2
human803|p1984,2
human3121|p1823,2
human1009|p608,2
human1145|p121,2
human1165|p731,2
human722|p1677,2
human268|p76,2
human3544|p1502,2
human545|p584,2
human3518|p830,2
human927|p1477,2
human928|p1478,2
human3019|p1047,2
human524|p881,2
human3520|p1080,2
human3750|p520,2
human3754|p331,2
human3755|p1143,2
human3758|p2102,2
human3759|p533,2
human3545|p1775,2
human3757|p970,2
human3550|p1168,2
human320|p179,2
human3519|p1245,2
human3522|p10,2
human3546|p238,2
human3549|p1129,2
human3551|p315,2
human585|p839,2
human3521|p2219,2
human454|p1522,2
human619|p1942,2
human683|p2168,2
human3547|p137,2
human3548|p1451,2
human3749|p924,2
human3756|p1298,2
human3748|p592,2
human3747|p675,2
human3745|p1383,2
human494|p953,2
human3751|p1184,2
human3752|p1533,2
human3753|p1571,2
human3746|p253,2
human402|p328,2
human772|p808,2
human779|p1925,2
human844|p1220,2
human705|p2335,2
human745|p1001,2
human845|p1628,2
human809|p1308,2
human774|p1606,2
human712|p1273,2
human2189|p1088,2
human1662|p1114,2
human2417|p13,2
human1809|p2265,2
human1927|p788,2
human2521|p1740,2
human521|p1742,2
human2519|p563,2
human2658|p2468,2
human913|p713,2
human914|p739,2
human2569|p1187,2
human2658|p2466,2
human2663|p2423,2
human499|p574,2
human3764|p1596,2
human3761|p1297,2
human3770|p14,2
human3773|p1923,2
human780|p443,2
human3769|p212,2
human3771|p384,2
human3765|p1177,2
human1928|p380,2
human489|p222,2
human3768|p627,2
human3763|p1819,2
human3766|p2008,2
human3535|p190,2
human3536|p1047,2
human3767|p1208,2
human3530|p1116,2
human3531|p532,2
human3532|p59,2
human3533|p828,2
human3534|p144,2
human3537|p691,2
human465|p1987,2
human2146|p308,2
human584|p1860,2
human2051|p389,2
human2054|p388,2
human2746|p1186,2
human3539|p2000,2
human3541|p724,2
human3538|p298,2
human3772|p2237,2
human3542|p233,2
human3543|p930,2
human31|p874,2
human896|p571,2
human2883|p1052,2
human773|p1482,2
human832|p1911,2
human839|p147,2
human35|p23,2
human33|p1407,2
human1708|p251,2
human1712|p1708,2
human1713|p1642,2
human3540|p1074,2
human2236|p1430,2
human259|p2124,2
human1222|p1135,2
human42|p1326,2
human51|p941,2
human1642|p999,2
human1375|p828,2
human587|p1107,2
human1047|p651,2
human1344|p1054,2
human1351|p1387,2
human1353|p1386,2
human3433|p833,2
human720|p1379,2
human2336|p1317,2
human2438|p738,2
human1767|p2190,2
human1705|p539,2
human1710|p594,2
human1767|p993,2
human1772|p993,2
human1777|p785,2
human2078|p1571,2
human721|p371,2
human3416|p1734,2
human3760|p253,2
human3762|p1355,2
human1752|p1240,2
human200|p2039,2
human904|p1207,2
human711|p480,2
human2527|p447,2
human2543|p447,2
human354|p237,2
human2408|p538,2
human2201|p2470,2
human1373|p1390,2
human2397|p2070,2
human1656|p807,2
human2631|p2310,2
human2736|p2537,2
human3475|p2110,2
human3477|p1738,2
human987|p1277,2
human3081|p1844,2
human750|p122,2
human3469|p935,2
human3470|p936,2
human3147|p1717,2
human2143|p1024,2
human804|p1365,2
human806|p2125,2
human549|p630,2
human344|p187,2
human3191|p648,2
human3194|p681,2
human290|p751,2
human3328|p852,2
human864|p2135,2
human866|p2050,2
human3340|p1722,2
human2938|p129,2
human3381|p1919,2
human131|p33,2
human3289|p1421,2
human3375|p2086,2
human2988|p610,2
human2990|p939,2
human2991|p939,2
human3455|p2065,2
human735|p1331,2
human1376|p1588,2
human2433|p1229,2
human2434|p799,2
human2287|p448,2
human2704|p1236,2
human2406|p950,2
human763|p696,2
human913|p712,2
human914|p738,2
human2756|p658,2
human2073|p1984,2
human2076|p2046,2
human853|p800,2
human862|p1283,2
human3315|p1615,2
human3317|p1614,2
human90|p1562,2
human1126|p632,2
human2180|p679,2
human2262|p814,2
human2940|p776,2
human2952|p780,2
human2959|p778,2
human2978|p849,2
human1370|p694,2
human3460|p521,2
human3461|p524,2
human2207|p862,2
human2292|p784,2
human1337|p2128,2
human1173|p2101,2
human730|p1802,2
human1948|p1231,2
human2678|p2135,2
human1652|p959,2
human1660|p1257,2
human3286|p1573,2
human3288|p1575,2
human1744|p1379,2
human1747|p1336,2
human1795|p1363,2
human1802|p1363,2
human3481|p850,2
human3306|p1859,2
human3307|p1860,2
human1819|p411,2
human2282|p6514,2
human413|p2185,2
human2683|p494,2
human894|p2540,2
human418|p1553,2
human2449|p369,2
human2535|p1793,2
human1907|p363,2
human2948|p91,2
human2929|p865,2
human2936|p867,2
human2937|p864,2
human2965|p123,2
human2967|p123,2
human2828|p511,2
human2832|p512,2
human2238|p1665,2
human2416|p460,2
human2428|p617,2
human813|p35,2
human829|p510,2
human870|p45,2
human895|p1661,2
human2554|p443,2
human2155|p180,2
human2903|p823,2
human2437|p680,2
human846|p900,2
human892|p1581,2
human2198|p77,2
human2522|p653,2
human2534|p591,2
human775|p1861,2
